"caminho","formato","objetivo","concurso","disciplina","total","válidas","inválidas","únicas","duplicadas","sem enunciado","sem resposta","sem alternativas","erro estrutura","erro parser","mock","oficial","autoral","extraída","importada"
"storage/content/oab/25-exame/questoes/questoes-extraidas.json","JSON","OAB","oab","Ética Profissional","80","0","80","0","0","0","0","80","0","0","0","80","0","80","80"
"storage/content/oab/26-exame/questoes/questoes-extraidas.json","JSON","OAB","oab","Direito Penal","80","0","80","0","0","0","0","80","0","0","0","80","0","80","80"
"storage/content/oab/27-exame/questoes/questoes-extraidas.json","JSON","OAB","oab","Ética Profissional","80","0","80","0","0","0","0","80","0","0","0","80","0","80","80"
"storage/content/oab/28-exame/questoes/questoes-extraidas.json","JSON","OAB","oab","Direito Constitucional","80","0","80","0","0","0","0","80","0","0","0","80","0","80","80"
"storage/content/oab/30-exame/questoes/questoes-extraidas.json","JSON","OAB","oab","Direito Constitucional","80","0","80","0","0","0","0","80","0","0","0","80","0","80","80"
"storage/content/oab/31-exame/questoes/questoes-extraidas.json","JSON","OAB","oab","Direito Administrativo","80","0","80","0","0","0","0","80","0","0","0","80","0","80","80"
"storage/content/oab/32-exame/questoes/questoes-extraidas.json","JSON","OAB","oab","Direito Constitucional","80","0","80","0","0","0","0","80","0","0","0","80","0","80","80"
"storage/content/oab/33-exame/questoes/questoes-extraidas.json","JSON","OAB","oab","Direito Constitucional","80","0","80","0","0","0","0","80","0","0","0","80","0","80","80"
"storage/content/oab/34-exame/questoes/questoes-extraidas.json","JSON","OAB","oab","Direito Administrativo","80","0","80","0","0","0","0","80","0","0","0","80","0","80","80"
"storage/content/oab/35-exame/questoes/questoes-extraidas.json","JSON","OAB","oab","Direito Constitucional","70","0","70","0","0","0","0","70","0","0","0","70","0","70","70"
"storage/content/oab/36-exame/questoes/questoes-extraidas.json","JSON","OAB","oab","Direito Constitucional","80","0","80","0","0","0","0","80","0","0","0","80","0","80","80"
"storage/content/oab/37-exame/questoes/questoes-extraidas.json","JSON","OAB","oab","Direito Constitucional","80","0","80","0","0","0","0","80","0","0","0","80","0","80","80"
"storage/content/oab/38-exame/questoes/questoes-extraidas.json","JSON","OAB","oab","Direito Constitucional","80","0","80","0","0","0","0","80","0","0","0","80","0","80","80"
"storage/content/oab/39-exame/questoes/questoes-extraidas.json","JSON","OAB","oab","Direito Administrativo","80","0","80","0","0","0","0","80","0","0","0","80","0","80","80"
"storage/content/oab/40-exame/questoes/questoes-extraidas.json","JSON","OAB","oab","Direito Constitucional","80","0","80","0","0","0","0","80","0","0","0","80","0","80","80"
"storage/content/oab/41-exame/questoes/questoes-extraidas.json","JSON","OAB","oab","Direito Administrativo","80","0","80","0","0","0","0","80","0","0","0","80","0","80","80"
"storage/content/oab/42-exame/questoes/questoes-extraidas.json","JSON","OAB","oab","Direito Administrativo","80","0","80","0","0","0","0","80","0","0","0","80","0","80","80"
"storage/content/oab/43-exame/questoes/questoes-extraidas.json","JSON","OAB","oab","Direito Constitucional","80","0","80","0","0","0","0","80","0","0","0","80","0","80","80"
"storage/content/oab/44-exame/questoes/questoes-extraidas.json","JSON","OAB","oab","Direito Constitucional","80","0","80","0","0","0","0","80","0","0","0","80","0","80","80"
"storage/content/oab/45-exame/questoes/questoes-extraidas.json","JSON","OAB","oab","Ética Profissional","10","0","10","0","0","0","0","10","0","0","0","10","0","10","10"
"storage/content/oab/46-exame/questoes/questoes-extraidas.json","JSON","OAB","oab","Direito Administrativo","80","0","80","0","0","0","0","80","0","0","0","80","0","80","80"
